"153";"AIR";"SWRP";"Aripuanã Airport";;"4593";"Aripuan%C3%A3_Airport";;"-10.2502775";"-59.3838882";"623";"BR"
"154";"AIS";"NGTR";"Arorae Island Airport";;"0";"Arorae_Island_Airport";;"-2.6161101";"176.8029938";"0";"KI"
"155";"AIT";"NCAI";"Aitutaki Airport";;"5920";"Aitutaki_Airport";;"-18.8309002";"-159.7640076";"14";"CK"
"156";"AIU";"NCAT";"Enua Airport";"Flughafen Enua";"3947";"Enua_Airport";;"-19.9678001";"-158.1190033";"36";"CK"
"157";"AIZ";"KAIZ";"Lee C Fine Memorial Airport";;"6497";"Lee_C._Fine_Memorial_Airport";;"38.0960007";"-92.5494995";"869";"US"
"158";"AJA";"LFKJ";"Ajaccio-Napoléon Bonaparte Airport";"Flughafen Ajaccio";"7897";"Ajaccio_Napoleon_Bonaparte_Airport";"Flughafen_Ajaccio";"41.9235992";"8.8029203";"18";"FR"
"159";"AJF";"OESK";"Al-Jawf Domestic Airport";;"12011";"Al-Jawf_Domestic_Airport";;"29.7851009";"40.0999985";"2261";"SA"
"160";"AJI";"LTCO";"Ağrı Airport";;"6562";"A%C4%9Fr%C4%B1_Airport";;"39.6545410";"43.0259781";"5462";"TR"
"161";"AJJ";"GQNJ";"Akjoujt Airport";;"0";"Akjoujt_Airport";;"19.7330170";"-14.3832493";"403";"MR"
"162";"AJK";"OIHR";"Arak Airport";;"9811";"Arak_Airport";;"34.1380997";"49.8473015";"5440";"IR"
"163";"AJL";"VELP";"Lengpui Airport";;"8202";"Lengpui_Airport";;"23.8405991";"92.6196976";"1398";"IN"
"164";"AJN";"FMCV";"Ouani Airport";;"4429";"Ouani_Airport";"Flughafen_Ouani";"-12.1316996";"44.4303017";"62";"KM"
"165";"AJR";"ESNX";"Arvidsjaur Airport";"Flughafen Arvidsjaur";"8201";"Arvidsjaur_Airport";"Flughafen_Arvidsjaur";"65.5903015";"19.2819004";"1245";"SE"
"166";"AJS";"MX-A";"Abreojos Airport";;"0";"Punta_Abreojos_Airstrip";;"26.7271996";"-113.5589981";"0";"MX"
"167";"AJU";"SBAR";"Santa Maria Airport";;"7218";"Santa_Maria_Airport_%28Sergipe%29";;"-10.9840002";"-37.0703011";"23";"BR"
"168";"AJY";"DRZA";"Mano Dayak International Airport";;"9843";"Mano_Dayak_International_Airport";;"16.9659996";"8.0001097";"1657";"NE"
"169";"AKA";"ZLAK";"Ankang Airport";;"0";"Ankang_Airport";;"32.7080994";"108.9309998";"0";"CN"
"170";"AKB";"PAAK";"Atka Airport";;"4500";"Atka_Airport";"Flughafen_Atka";"52.2202988";"-174.2059937";"57";"US"
"171";"AKC";"KAKR";"Akron Fulton International Airport";;"6337";"Akron_Fulton_International_Airport";;"41.0374985";"-81.4669037";"1067";"US"
"172";"AKD";"VAAK";"Akola Airport";;"4600";"Akola_Airport";;"20.6989994";"77.0586014";"999";"IN"
"173";"AKE";"GA-A";"Akieni Airport";;"0";"Akieni_Airport";;"-1.1396700";"13.9035997";"1660";"GA"
"174";"AKF";"HLKF";"Kufra Airport";;"12007";"Kufra_Airport";"Flughafen_Kufra";"24.1786995";"23.3139992";"1367";"LY"
"175";"AKI";"PFAK";"Akiak Airport";;"3196";"Akiak_Airport";"Akiak_Airport";"60.9029007";"-161.2310028";"30";"US"
"176";"AKJ";"RJEC";"Asahikawa Airport";;"8200";"Asahikawa_Airport";"Flughafen_Asahikawa";"43.6707993";"142.4470062";"721";"JP"
"177";"AKK";"PAKH";"Akhiok Airport";;"3120";"Akhiok_Airport";"Akhiok_Airport";"56.9387016";"-154.1829987";"44";"US"
"178";"AKL";"NZAA";"Auckland International Airport";;"11926";"Auckland_Airport";"Flughafen_Auckland";"-37.0080986";"174.7920074";"23";"NZ"
"179";"AKN";"PAKN";"King Salmon Airport";;"8901";"King_Salmon_Airport";"King_Salmon_Airport";"58.6767998";"-156.6490021";"73";"US"
"180";"AKO";"KAKO";"Colorado Plains Regional Airport";;"7000";"Colorado_Plains_Regional_Airport";;"40.1755981";"-103.2220001";"4714";"US"
